Data,Hora,Timestamp,Tipo,Classe
10-09-2024,16:25:19,1725999919,Relé,Térmico
10-09-2024,16:25:18,1725999918,Relé,Térmico
10-09-2024,16:25:17,1725999917,Relé,Térmico
10-09-2024,16:25:16,1725999916,Relé,Térmico
10-09-2024,16:25:15,1725999915,Relé,Térmico
10-09-2024,16:25:14,1725999914,Relé,Térmico
10-09-2024,16:25:13,1725999913,Relé,Térmico
10-09-2024,16:25:12,1725999912,Relé,Térmico
10-09-2024,16:25:11,1725999911,Relé,Térmico
10-09-2024,16:25:10,1725999910,Relé,Térmico
10-09-2024,16:25:09,1725999909,Relé,Térmico
10-09-2024,16:25:08,1725999908,Relé,Térmico
10-09-2024,16:25:07,1725999907,Relé,Térmico
10-09-2024,16:25:06,1725999906,Relé,Térmico
10-09-2024,16:25:05,1725999905,Relé,Térmico
10-09-2024,16:25:04,1725999904,Relé,Térmico
10-09-2024,16:25:03,1725999903,Relé,Térmico
10-09-2024,16:25:02,1725999902,Relé,Térmico
10-09-2024,16:25:01,1725999901,Relé,Térmico
10-09-2024,16:25:00,1725999900,Relé,Térmico
10-09-2024,16:24:59,1725999899,Relé,Térmico
10-09-2024,16:24:58,1725999898,Relé,Térmico
10-09-2024,16:24:57,1725999897,Relé,Térmico
10-09-2024,16:24:56,1725999896,Relé,Térmico
10-09-2024,16:24:55,1725999895,Relé,Térmico
10-09-2024,16:24:54,1725999894,Relé,Térmico
10-09-2024,16:24:53,1725999893,Relé,Térmico
10-09-2024,16:24:52,1725999892,Relé,Térmico
10-09-2024,16:24:51,1725999891,Relé,Térmico
10-09-2024,16:24:50,1725999890,Relé,Térmico
10-09-2024,16:24:49,1725999889,Relé,Térmico
10-09-2024,16:24:48,1725999888,Relé,Térmico
10-09-2024,16:24:47,1725999887,Relé,Térmico
10-09-2024,16:24:46,1725999886,Relé,Térmico
10-09-2024,16:24:45,1725999885,Relé,Térmico
10-09-2024,16:24:44,1725999884,Relé,Térmico
10-09-2024,16:24:43,1725999883,Relé,Térmico
10-09-2024,16:24:42,1725999882,Relé,Térmico
10-09-2024,16:24:41,1725999881,Relé,Térmico
10-09-2024,16:24:40,1725999880,Relé,Térmico
10-09-2024,16:24:39,1725999879,Relé,Térmico
10-09-2024,16:24:38,1725999878,Relé,Térmico
10-09-2024,16:24:37,1725999877,Relé,Térmico
10-09-2024,16:24:36,1725999876,Relé,Térmico
10-09-2024,16:24:35,1725999875,Relé,Térmico
10-09-2024,16:24:34,1725999874,Relé,Térmico
10-09-2024,16:24:33,1725999873,Relé,Térmico
10-09-2024,16:24:32,1725999872,Relé,Térmico
10-09-2024,16:24:31,1725999871,Relé,Térmico
10-09-2024,16:24:30,1725999870,Relé,Térmico
10-09-2024,16:24:29,1725999869,Relé,Térmico
10-09-2024,16:24:28,1725999868,Relé,Térmico
10-09-2024,16:24:27,1725999867,Relé,Térmico
10-09-2024,16:24:26,1725999866,Relé,Térmico
10-09-2024,16:24:25,1725999865,Relé,Térmico
10-09-2024,16:24:24,1725999864,Relé,Térmico
10-09-2024,16:24:23,1725999863,Relé,Térmico
10-09-2024,16:24:22,1725999862,Relé,Térmico
10-09-2024,16:24:21,1725999861,Relé,Térmico
10-09-2024,16:24:20,1725999860,Relé,Térmico
10-09-2024,16:24:19,1725999859,Relé,Térmico
10-09-2024,16:24:18,1725999858,Relé,Térmico
10-09-2024,16:24:17,1725999857,Relé,Térmico
10-09-2024,16:24:16,1725999856,Relé,Térmico
10-09-2024,16:24:15,1725999855,Relé,Térmico
10-09-2024,16:24:14,1725999854,Relé,Térmico
10-09-2024,16:24:13,1725999853,Relé,Térmico
10-09-2024,16:24:12,1725999852,Relé,Térmico
10-09-2024,16:24:11,1725999851,Relé,Térmico
10-09-2024,16:24:10,1725999850,Relé,Térmico
10-09-2024,16:24:09,1725999849,Relé,Térmico
10-09-2024,16:24:08,1725999848,Relé,Térmico
10-09-2024,16:24:07,1725999847,Relé,Térmico
10-09-2024,16:24:06,1725999846,Relé,Térmico
10-09-2024,16:24:05,1725999845,Relé,Térmico
10-09-2024,16:24:04,1725999844,Relé,Térmico
10-09-2024,16:24:03,1725999843,Relé,Térmico
10-09-2024,16:24:02,1725999842,Relé,Térmico
10-09-2024,16:24:01,1725999841,Relé,Térmico
10-09-2024,16:24:00,1725999840,Relé,Térmico
10-09-2024,16:23:59,1725999839,Relé,Térmico
10-09-2024,16:23:58,1725999838,Relé,Térmico
10-09-2024,16:23:57,1725999837,Relé,Térmico
10-09-2024,16:23:56,1725999836,Relé,Térmico
10-09-2024,16:23:55,1725999835,Relé,Térmico
10-09-2024,16:23:54,1725999834,Relé,Térmico
10-09-2024,16:23:53,1725999833,Relé,Térmico
10-09-2024,16:23:52,1725999832,Relé,Térmico
10-09-2024,16:23:51,1725999831,Relé,Térmico
10-09-2024,16:23:50,1725999830,Relé,Térmico
10-09-2024,16:23:49,1725999829,Relé,Térmico
10-09-2024,16:23:48,1725999828,Relé,Térmico
10-09-2024,16:23:47,1725999827,Relé,Térmico
10-09-2024,16:23:46,1725999826,Relé,Térmico
10-09-2024,16:23:45,1725999825,Relé,Térmico
10-09-2024,16:23:44,1725999824,Relé,Térmico
10-09-2024,16:23:43,1725999823,Relé,Térmico
10-09-2024,16:23:42,1725999822,Relé,Térmico
10-09-2024,16:23:41,1725999821,Relé,Térmico
10-09-2024,16:23:40,1725999820,Relé,Térmico
10-09-2024,16:23:39,1725999819,Relé,Térmico
10-09-2024,16:23:38,1725999818,Relé,Térmico
10-09-2024,16:23:37,1725999817,Relé,Térmico
10-09-2024,16:23:36,1725999816,Relé,Térmico
10-09-2024,16:23:35,1725999815,Relé,Térmico
10-09-2024,16:23:34,1725999814,Relé,Térmico
10-09-2024,16:23:33,1725999813,Relé,Térmico
10-09-2024,16:23:32,1725999812,Relé,Térmico
10-09-2024,16:23:31,1725999811,Relé,Térmico
10-09-2024,16:23:30,1725999810,Relé,Térmico
10-09-2024,16:23:29,1725999809,Relé,Térmico
10-09-2024,16:23:28,1725999808,Relé,Térmico
10-09-2024,16:23:27,1725999807,Relé,Térmico
10-09-2024,16:23:26,1725999806,Relé,Térmico
10-09-2024,16:23:25,1725999805,Relé,Térmico
10-09-2024,16:23:24,1725999804,Relé,Térmico
10-09-2024,16:23:23,1725999803,Relé,Térmico
10-09-2024,16:23:22,1725999802,Relé,Térmico
10-09-2024,16:23:21,1725999801,Relé,Térmico
10-09-2024,16:23:20,1725999800,Relé,Térmico
10-09-2024,16:23:19,1725999799,Relé,Térmico
10-09-2024,16:23:18,1725999798,Relé,Térmico
10-09-2024,16:23:17,1725999797,Relé,Térmico
10-09-2024,16:23:16,1725999796,Relé,Térmico
10-09-2024,16:23:15,1725999795,Relé,Térmico
10-09-2024,16:23:14,1725999794,Relé,Térmico
10-09-2024,16:23:13,1725999793,Relé,Térmico
10-09-2024,16:23:12,1725999792,Relé,Térmico
10-09-2024,16:23:11,1725999791,Relé,Térmico
10-09-2024,16:23:10,1725999790,Relé,Térmico
10-09-2024,16:23:09,1725999789,Relé,Térmico
10-09-2024,16:23:08,1725999788,Relé,Térmico
10-09-2024,16:23:07,1725999787,Relé,Térmico
10-09-2024,16:23:06,1725999786,Relé,Térmico
10-09-2024,16:23:05,1725999785,Relé,Térmico
10-09-2024,16:23:04,1725999784,Relé,Térmico
10-09-2024,16:23:03,1725999783,Relé,Térmico
10-09-2024,16:23:02,1725999782,Relé,Térmico
10-09-2024,16:23:01,1725999781,Relé,Térmico
10-09-2024,16:23:00,1725999780,Relé,Térmico
10-09-2024,16:22:59,1725999779,Relé,Térmico
10-09-2024,16:22:58,1725999778,Relé,Térmico
10-09-2024,16:22:57,1725999777,Relé,Térmico
10-09-2024,16:22:56,1725999776,Relé,Térmico
10-09-2024,16:22:55,1725999775,Relé,Térmico
10-09-2024,16:22:54,1725999774,Relé,Térmico
10-09-2024,16:22:53,1725999773,Relé,Térmico
10-09-2024,16:22:52,1725999772,Relé,Térmico
10-09-2024,16:22:51,1725999771,Relé,Térmico
10-09-2024,16:22:50,1725999770,Relé,Térmico
10-09-2024,16:22:49,1725999769,Relé,Térmico
10-09-2024,16:22:48,1725999768,Relé,Térmico
10-09-2024,16:22:47,1725999767,Relé,Térmico
10-09-2024,16:22:46,1725999766,Relé,Térmico
10-09-2024,16:22:45,1725999765,Relé,Térmico
10-09-2024,16:22:44,1725999764,Relé,Térmico
10-09-2024,16:22:43,1725999763,Relé,Térmico
10-09-2024,16:22:42,1725999762,Relé,Térmico
10-09-2024,16:22:41,1725999761,Relé,Térmico
10-09-2024,16:22:40,1725999760,Relé,Térmico
10-09-2024,16:22:39,1725999759,Relé,Térmico
10-09-2024,16:22:38,1725999758,Relé,Térmico
10-09-2024,16:22:37,1725999757,Relé,Térmico
10-09-2024,16:22:36,1725999756,Relé,Térmico
10-09-2024,16:22:35,1725999755,Relé,Térmico
10-09-2024,16:22:34,1725999754,Relé,Térmico
10-09-2024,16:22:33,1725999753,Relé,Térmico
10-09-2024,16:22:32,1725999752,Relé,Térmico
10-09-2024,16:22:31,1725999751,Relé,Térmico
10-09-2024,16:22:30,1725999750,Relé,Térmico
10-09-2024,16:22:29,1725999749,Relé,Térmico
10-09-2024,16:22:28,1725999748,Relé,Térmico
10-09-2024,16:22:27,1725999747,Relé,Térmico
10-09-2024,16:22:26,1725999746,Relé,Térmico
10-09-2024,16:22:25,1725999745,Relé,Térmico
10-09-2024,16:22:24,1725999744,Relé,Térmico
10-09-2024,16:22:23,1725999743,Relé,Térmico
10-09-2024,16:22:22,1725999742,Relé,Térmico
10-09-2024,16:22:21,1725999741,Relé,Térmico
10-09-2024,16:22:20,1725999740,Relé,Térmico
10-09-2024,16:22:19,1725999739,Relé,Térmico
10-09-2024,16:22:18,1725999738,Relé,Térmico
10-09-2024,16:22:17,1725999737,Relé,Térmico
10-09-2024,16:22:16,1725999736,Relé,Térmico
10-09-2024,16:22:15,1725999735,Relé,Térmico
10-09-2024,16:22:14,1725999734,Relé,Térmico
10-09-2024,16:22:13,1725999733,Relé,Térmico
10-09-2024,16:22:12,1725999732,Relé,Térmico
10-09-2024,16:22:11,1725999731,Relé,Térmico
10-09-2024,16:22:10,1725999730,Relé,Térmico
10-09-2024,16:22:09,1725999729,Relé,Térmico
10-09-2024,16:22:08,1725999728,Relé,Térmico
10-09-2024,16:22:07,1725999727,Relé,Térmico
10-09-2024,16:22:06,1725999726,Relé,Térmico
10-09-2024,16:22:05,1725999725,Relé,Térmico
10-09-2024,16:22:04,1725999724,Relé,Térmico
10-09-2024,16:22:03,1725999723,Relé,Térmico
10-09-2024,16:22:02,1725999722,Relé,Térmico
26-01-2092,17:51:13,3852222673,0,0
18-11-1985,14:11:47,501181907,0,0
10-09-2024,16:25:19,1725999919,Relé,Térmico
10-09-2024,16:25:18,1725999918,Relé,Térmico
10-09-2024,16:25:17,1725999917,Relé,Térmico
10-09-2024,16:25:16,1725999916,Relé,Térmico
10-09-2024,16:25:15,1725999915,Relé,Térmico
10-09-2024,16:25:14,1725999914,Relé,Térmico
10-09-2024,16:25:13,1725999913,Relé,Térmico
10-09-2024,16:25:12,1725999912,Relé,Térmico
10-09-2024,16:25:11,1725999911,Relé,Térmico
10-09-2024,16:25:10,1725999910,Relé,Térmico
10-09-2024,16:25:09,1725999909,Relé,Térmico
10-09-2024,16:25:08,1725999908,Relé,Térmico
10-09-2024,16:25:07,1725999907,Relé,Térmico
10-09-2024,16:25:06,1725999906,Relé,Térmico
10-09-2024,16:25:05,1725999905,Relé,Térmico
10-09-2024,16:25:04,1725999904,Relé,Térmico
10-09-2024,16:25:03,1725999903,Relé,Térmico
10-09-2024,16:25:02,1725999902,Relé,Térmico
10-09-2024,16:25:01,1725999901,Relé,Térmico
10-09-2024,16:25:00,1725999900,Relé,Térmico
10-09-2024,16:24:59,1725999899,Relé,Térmico
10-09-2024,16:24:58,1725999898,Relé,Térmico
10-09-2024,16:24:57,1725999897,Relé,Térmico
10-09-2024,16:24:56,1725999896,Relé,Térmico
10-09-2024,16:24:55,1725999895,Relé,Térmico
10-09-2024,16:24:54,1725999894,Relé,Térmico
10-09-2024,16:24:53,1725999893,Relé,Térmico
10-09-2024,16:24:52,1725999892,Relé,Térmico
10-09-2024,16:24:51,1725999891,Relé,Térmico
10-09-2024,16:24:50,1725999890,Relé,Térmico
10-09-2024,16:24:49,1725999889,Relé,Térmico
10-09-2024,16:24:48,1725999888,Relé,Térmico
10-09-2024,16:24:47,1725999887,Relé,Térmico
10-09-2024,16:24:46,1725999886,Relé,Térmico
10-09-2024,16:24:45,1725999885,Relé,Térmico
10-09-2024,16:24:44,1725999884,Relé,Térmico
10-09-2024,16:24:43,1725999883,Relé,Térmico
10-09-2024,16:24:42,1725999882,Relé,Térmico
10-09-2024,16:24:41,1725999881,Relé,Térmico
10-09-2024,16:24:40,1725999880,Relé,Térmico
10-09-2024,16:24:39,1725999879,Relé,Térmico
10-09-2024,16:24:38,1725999878,Relé,Térmico
10-09-2024,16:24:37,1725999877,Relé,Térmico
10-09-2024,16:24:36,1725999876,Relé,Térmico
10-09-2024,16:24:35,1725999875,Relé,Térmico
10-09-2024,16:24:34,1725999874,Relé,Térmico
10-09-2024,16:24:33,1725999873,Relé,Térmico
10-09-2024,16:24:32,1725999872,Relé,Térmico
10-09-2024,16:24:31,1725999871,Relé,Térmico
10-09-2024,16:24:30,1725999870,Relé,Térmico
